id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points 
41127-title,UN OCHA,41127,1.21655553,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,74.63530861,98.54123444,49.27061722,less than quarterly,0.5,0.5,24.63530861,,,,,,0
41127-description,UN OCHA,41127,1.169818789,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,71.76802386,87.07209544,43.53604772,less than quarterly,0.5,0.5,21.76802386,,,,,,0
41127-dates-planned,UN OCHA,41127,1.20490437,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,73.92051349,95.68205394,47.84102697,less than quarterly,0.5,0.5,23.92051349,,,,,,0
41127-current-status,UN OCHA,41127,1.218906898,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,74.77956432,99.11825726,49.55912863,less than quarterly,0.5,0.5,24.77956432,,,,,,0
41127-aid-type,UN OCHA,41127,0.934100104,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,50.22043568,0.881742739,0.440871369,less than quarterly,0.5,0.5,0.220435685,,,,,,0
41127-finance-type,UN OCHA,41127,1.187402101,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,63.83882261,55.35529046,27.67764523,less than quarterly,0.5,0.5,13.83882261,,,,,,0
41127-sector,UN OCHA,41127,1.392949948,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,74.88978216,99.55912863,49.77956432,less than quarterly,0.5,0.5,24.88978216,,,,,,0
41127-objectives,UN OCHA,41127,1.572841999,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,72.48119813,89.92479253,44.96239627,less than quarterly,0.5,0.5,22.48119813,,,,,,0
41127-strategy,UN OCHA,41127,1.25,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-annual-report,UN OCHA,41127,1.25,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-allocation,UN OCHA,41127,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-procurement-policy,UN OCHA,41127,1.25,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-country-strategy,UN OCHA,41127,1.25,country-strategy,Country strategy,organisation,planning,organisation-planning,8,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-total-budget,UN OCHA,41127,0,total-budget,Total budget,organisation,financial,organisation-financial,9,0.0417,manual,not-published,0,0,0,0,less than quarterly,0.5,1,0,,0,0,not-published,50,0
41127-disaggregated-budgets,UN OCHA,41127,0,disaggregated-budgets,Disaggregated budgets,organisation,financial,organisation-financial,10,0.0417,manual,not-published,0,0,0,0,less than quarterly,0.5,1,0,,0,0,not-published,50,0
41127-audit,UN OCHA,41127,2.085,audit,Audit,organisation,financial,organisation-financial,11,0.0417,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-dates-actual,UN OCHA,41127,0,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
41127-contact-details,UN OCHA,41127,0.543279,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,manual,website,33.33,33.33,0,0,less than quarterly,0.5,1,0,always,1,,website,33.33,33.33
41127-collaboration-type,UN OCHA,41127,0.619938,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,manual,website,33.33,33.33,0,0,less than quarterly,0.5,1,0,always,1,,website,33.33,33.33
41127-flow-type,UN OCHA,41127,0,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
41127-location,UN OCHA,41127,0,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,website,33.33,0
41127-tied-aid-status,UN OCHA,41127,0,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
41127-mou,UN OCHA,41127,1.085,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-evaluations,UN OCHA,41127,1.085,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-budget,UN OCHA,41127,1.085,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-contracts,UN OCHA,41127,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
41127-tenders,UN OCHA,41127,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-budget-identifier,UN OCHA,41127,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
41127-results,UN OCHA,41127,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,pdf,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,pdf,16.665,0
41127-impact-appraisals,UN OCHA,41127,2.165,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
41127-conditions,UN OCHA,41127,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
41127-foia,UN OCHA,41127,0,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,0,0,0,0,less than quarterly,0.5,1,0,,0,0,not-published,50,0
41127-implementation-schedules,UN OCHA,41127,1.0656,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,32,32,0,0,less than quarterly,0.5,1,0,,0,32,,0,32
41127-accessibility,UN OCHA,41127,2.219778,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,66.66,66.66,0,0,less than quarterly,0.5,1,0,,0,66.66,,0,66.66
BE-10-cost-overall,"Belgium, DGCD",BE-10,2.03125,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,iati,iati,50,62.5,50,25,less than quarterly,0.5,0.5,12.5,,,,,,0
BE-10-expenditure-planned,"Belgium, DGCD",BE-10,2.4375,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-expenditure-actual,"Belgium, DGCD",BE-10,2.4375,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-strategy,"Belgium, DGCD",BE-10,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
BE-10-conditions,"Belgium, DGCD",BE-10,2.70625,conditions,Conditions,activity,performance,activity-performance,39,0.0433,iati,iati,50,62.5,50,25,less than quarterly,0.5,0.5,12.5,,,,,,0
BE-10-total-budget,"Belgium, DGCD",BE-10,4.17,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
BE-10-implementer,"Belgium, DGCD",BE-10,1.2225,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-unique-id,"Belgium, DGCD",BE-10,1.2225,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-title,"Belgium, DGCD",BE-10,1.222296454,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,74.98751249,99.95004995,49.97502498,less than quarterly,0.5,0.5,24.98751249,,,,,,0
BE-10-description,"Belgium, DGCD",BE-10,1.178533966,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,72.3026973,89.21078921,44.60539461,less than quarterly,0.5,0.5,22.3026973,,,,,,0
BE-10-dates-planned,"Belgium, DGCD",BE-10,1.2225,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-dates-actual,"Belgium, DGCD",BE-10,1.2225,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-current-status,"Belgium, DGCD",BE-10,1.2225,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-contact-details,"Belgium, DGCD",BE-10,1.2225,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-collaboration-type,"Belgium, DGCD",BE-10,1.395,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-flow-type,"Belgium, DGCD",BE-10,1.395,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-aid-type,"Belgium, DGCD",BE-10,1.395,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-finance-type,"Belgium, DGCD",BE-10,1.395,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-sector,"Belgium, DGCD",BE-10,1.391283716,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,74.8001998,99.2007992,49.6003996,less than quarterly,0.5,0.5,24.8001998,,,,,,0
BE-10-tied-aid-status,"Belgium, DGCD",BE-10,1.395,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
BE-10-objectives,"Belgium, DGCD",BE-10,1.54729021,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,71.3036963,85.21478521,42.60739261,less than quarterly,0.5,0.5,21.3036963,,,,,,0
BE-10-tenders,"Belgium, DGCD",BE-10,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
BE-10-budget-identifier,"Belgium, DGCD",BE-10,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
BE-10-annual-report,"Belgium, DGCD",BE-10,1.25,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
BE-10-allocation,"Belgium, DGCD",BE-10,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
BE-10-procurement-policy,"Belgium, DGCD",BE-10,1.25,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
BE-10-country-strategy,"Belgium, DGCD",BE-10,0,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
BE-10-impact-appraisals,"Belgium, DGCD",BE-10,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
BE-10-disaggregated-budgets,"Belgium, DGCD",BE-10,0.695,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,manual,machine-readable,16.66666667,16.66666667,0,0,less than quarterly,0.5,1,0,,0,1,machine-readable,50,16.66666667
BE-10-audit,"Belgium, DGCD",BE-10,2.085,audit,Audit,organisation,financial,organisation-financial,11,0.0417,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
BE-10-location,"Belgium, DGCD",BE-10,0,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,website,33.33,0
BE-10-mou,"Belgium, DGCD",BE-10,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
BE-10-evaluations,"Belgium, DGCD",BE-10,0,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
BE-10-results,"Belgium, DGCD",BE-10,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,pdf,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,pdf,16.665,0
BE-10-budget,"Belgium, DGCD",BE-10,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
BE-10-contracts,"Belgium, DGCD",BE-10,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
BE-10-foia,"Belgium, DGCD",BE-10,1.109889,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,33.33,33.33,0,0,less than quarterly,0.5,1,0,,0,33.33,,0,33.33
BE-10-implementation-schedules,"Belgium, DGCD",BE-10,3.0636,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,92,92,0,0,less than quarterly,0.5,1,0,,0,92,,0,92
BE-10-accessibility,"Belgium, DGCD",BE-10,0,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,0,0,0,0,less than quarterly,0.5,1,0,,0,0,not-published,50,0
FI-3-expenditure-planned,"Finland, MFA",FI-3,2.437108717,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,74.98796051,99.95184204,49.97592102,less than quarterly,0.5,0.5,24.98796051,,,,,,0
FI-3-expenditure-actual,"Finland, MFA",FI-3,2.431826391,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,74.8254274,99.30170961,49.6508548,less than quarterly,0.5,0.5,24.8254274,,,,,,0
FI-3-total-budget,"Finland, MFA",FI-3,3.475,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,83.33333333,66.66666667,33.33333333,less than quarterly,0.5,1,33.33333333,,,,,,0
FI-3-implementer,"Finland, MFA",FI-3,1.215729593,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,74.58463761,98.33855045,49.16927522,less than quarterly,0.5,0.5,24.58463761,,,,,,0
FI-3-unique-id,"Finland, MFA",FI-3,1.2225,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FI-3-title,"Finland, MFA",FI-3,1.221715025,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,74.95184204,99.80736817,49.90368408,less than quarterly,0.5,0.5,24.95184204,,,,,,0
FI-3-description,"Finland, MFA",FI-3,1.209400734,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,74.19636407,96.7854563,48.39272815,less than quarterly,0.5,0.5,24.19636407,,,,,,0
FI-3-dates-planned,"Finland, MFA",FI-3,1.2225,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FI-3-current-status,"Finland, MFA",FI-3,0.821770407,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,50.41536239,1.661449555,0.830724777,less than quarterly,0.5,0.5,0.415362389,,,,,,0
FI-3-collaboration-type,"Finland, MFA",FI-3,1.395,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FI-3-flow-type,"Finland, MFA",FI-3,1.395,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FI-3-aid-type,"Finland, MFA",FI-3,1.390633277,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,74.76522995,99.06091982,49.53045991,less than quarterly,0.5,0.5,24.76522995,,,,,,0
FI-3-finance-type,"Finland, MFA",FI-3,1.395,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FI-3-sector,"Finland, MFA",FI-3,1.395,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
FI-3-location,"Finland, MFA",FI-3,0.932148426,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,iati,iati,50,50.11550679,0.462027144,0.231013572,less than quarterly,0.5,0.5,0.115506786,,,,,,0
FI-3-tied-aid-status,"Finland, MFA",FI-3,1.391305081,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,74.80134842,99.20539369,49.60269685,less than quarterly,0.5,0.5,24.80134842,,,,,,0
FI-3-tenders,"Finland, MFA",FI-3,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FI-3-cost-overall,"Finland, MFA",FI-3,0,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
FI-3-strategy,"Finland, MFA",FI-3,1.25,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FI-3-annual-report,"Finland, MFA",FI-3,1.25,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FI-3-allocation,"Finland, MFA",FI-3,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FI-3-procurement-policy,"Finland, MFA",FI-3,1.25,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FI-3-country-strategy,"Finland, MFA",FI-3,0,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
FI-3-impact-appraisals,"Finland, MFA",FI-3,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
FI-3-disaggregated-budgets,"Finland, MFA",FI-3,0,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,manual,not-published,0,0,0,0,less than quarterly,0.5,1,0,,0,0,not-published,50,0
FI-3-audit,"Finland, MFA",FI-3,2.085,audit,Audit,organisation,financial,organisation-financial,11,0.0417,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FI-3-dates-actual,"Finland, MFA",FI-3,0,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,manual,website,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,website,33.33,0
FI-3-results,"Finland, MFA",FI-3,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
FI-3-contact-details,"Finland, MFA",FI-3,0.543279,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,manual,website,33.33,33.33,0,0,less than quarterly,0.5,1,0,always,1,,website,33.33,33.33
FI-3-conditions,"Finland, MFA",FI-3,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
FI-3-budget-identifier,"Finland, MFA",FI-3,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
FI-3-mou,"Finland, MFA",FI-3,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
FI-3-evaluations,"Finland, MFA",FI-3,1.085,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
FI-3-objectives,"Finland, MFA",FI-3,0,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
FI-3-budget,"Finland, MFA",FI-3,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
FI-3-contracts,"Finland, MFA",FI-3,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
FI-3-foia,"Finland, MFA",FI-3,3.33,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,100,100,0,0,less than quarterly,0.5,1,0,,0,100,,0,100
FI-3-implementation-schedules,"Finland, MFA",FI-3,0.7659,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,23,23,0,0,less than quarterly,0.5,1,0,,0,23,,0,23
FI-3-accessibility,"Finland, MFA",FI-3,0,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,0,0,0,0,less than quarterly,0.5,1,0,,0,0,not-published,50,0
47122-strategy,GAVI,47122,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
47122-annual-report,GAVI,47122,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
47122-allocation,GAVI,47122,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
47122-procurement-policy,GAVI,47122,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
47122-country-strategy,GAVI,47122,1.614583333,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,iati,iati,50,64.58333333,29.16666667,14.58333333,less than quarterly,0.5,1,14.58333333,,,,,,0
47122-total-budget,GAVI,47122,4.17,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
47122-disaggregated-budgets,GAVI,47122,4.17,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
47122-audit,GAVI,47122,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,less than quarterly,0.5,1,50,,,,,,0
47122-implementer,GAVI,47122,1.2225,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-unique-id,GAVI,47122,1.2225,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-title,GAVI,47122,1.2225,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-description,GAVI,47122,1.2225,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-dates-planned,GAVI,47122,1.2225,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-dates-actual,GAVI,47122,1.2225,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-current-status,GAVI,47122,1.2225,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-contact-details,GAVI,47122,1.2225,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-collaboration-type,GAVI,47122,1.395,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-flow-type,GAVI,47122,1.395,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-aid-type,GAVI,47122,1.395,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-finance-type,GAVI,47122,1.395,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-sector,GAVI,47122,1.395,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-location,GAVI,47122,1.395,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-tied-aid-status,GAVI,47122,1.395,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
47122-mou,GAVI,47122,1.570082117,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,iati,iati,50,72.3540146,89.41605839,44.7080292,less than quarterly,0.5,0.5,22.3540146,,,,,,0
47122-objectives,GAVI,47122,1.623540146,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,74.81751825,99.27007299,49.6350365,less than quarterly,0.5,0.5,24.81751825,,,,,,0
47122-budget,GAVI,47122,1.297512165,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,iati,iati,50,59.79318735,39.17274939,19.5863747,less than quarterly,0.5,0.5,9.793187348,,,,,,0
