question_id,question_name,organisation_id,organisation_short,agency_short,result,result_evidence,result_comments
21,Planned dates,35,World Bank,IFC,4,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
22,Actual dates,35,World Bank,IFC,3,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI11434 ,
23,Tied aid status,35,World Bank,IFC,2,,
24,Overall cost,35,World Bank,IFC,4,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
25,Transactions,35,World Bank,IFC,2,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
26,Current status,35,World Bank,IFC,4,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
27,Contact details,35,World Bank,IFC,4,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
28,Project website,35,World Bank,IFC,4,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
29,Impact appraisal,35,World Bank,IFC,3,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
30,Objectives,35,World Bank,IFC,4,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
31,Beneficiaries,35,World Bank,IFC,4,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
32,Conditions,35,World Bank,IFC,2,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
33,Budget docs,35,World Bank,IFC,2,,
34,Tender docs,35,World Bank,IFC,2,,
35,Contract docs,35,World Bank,IFC,2,,
36,MoU / agreement,35,World Bank,IFC,3,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
37,Project design docs,35,World Bank,IFC,3,http://www.ifc.org/ifcext/spiwebsite1.nsf/SearchView?SearchView&Query=%28FIELD%20DocType%20=%20%22Summary%20of%20Proposed%20Investment%22%20OR%20FIELD%20DocType%20=%20%22Summary%20of%20Project%20Information%22%29%20AND%20%28FIELD%20Country%20=%20%22India%22%29%20AND%20%28%28NOT%20FIELD%20HideFromWeb%20=%20True%29%29&SearchOrder=4&SearchMax=1000&tc=237*****http://www.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP30231 ,
1,FOIA,36,Canada,,1,,
2,IATI,36,Canada,,0.5,,
3,Allocation policy,36,Canada,,3,http://www.acdi-cida.gc.ca/acdi-cida/ACDI-CIDA.nsf/eng/FRA-1015144121-PWW,
4,Procurement policy,36,Canada,,4,http://www.acdi-cida.gc.ca/INET/IMAGES.NSF/vLUImages/Partnership/$file/2mplus-guidelines-eng.pdf,
5,Organisation budget,36,Canada,,2,,
6,Forward budget,36,Canada,,2,,
7,Audit,36,Canada,,4,http://www.acdi-cida.gc.ca/acdi-cida/ACDI-CIDA.nsf/eng/NAT-331141454-PED,
8,Country strategy,36,Canada,,3,http://www.acdi-cida.gc.ca/acdi-cida/ACDI-CIDA.nsf/Eng/JUD-12912349-NLX,
9,Country forward budget,36,Canada,,2,,
10,Evaluation,36,Canada,,2,,
11,Results,36,Canada,,2,,
12,Project Implementer,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
13,Collaboration type,36,Canada,,3,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
14,Flow type: ODA / OOF,36,Canada,,2,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",Not explicitly stated.
15,Project / budget support,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
16,Grant / loan,36,Canada,,2,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",Not explicitly stated.
17,Unique ID,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
18,Project Title,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
19,Description,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
20,Sectors,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
21,Planned dates,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
22,Actual dates,36,Canada,,2,,
23,Tied aid status,36,Canada,,2,,
24,Overall cost,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
25,Transactions,36,Canada,,2,,
26,Current status,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
27,Contact details,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
28,Project website,36,Canada,,2,,
29,Impact appraisal,36,Canada,,2,,
30,Objectives,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
31,Beneficiaries,36,Canada,,4,"http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/fWebCSAZEn?ReadForm&idx=00&CC=HT*****http://www.acdi-cida.gc.ca/CIDAWEB/cpo.nsf/vWebCSAZEn/F89B022921E54811852577AB003712E4
",
32,Conditions,36,Canada,,2,,
33,Budget docs,36,Canada,,2,,Only total commitment is published.
34,Tender docs,36,Canada,,4,http://www.acdi-cida.gc.ca/cidaweb/cpo.nsf/vWebProjByMerxEn?OpenView,
35,Contract docs,36,Canada,,2,,
36,MoU / agreement,36,Canada,,2,,
37,Project design docs,36,Canada,,2,,
1,FOIA,37,China,,1,,
2,IATI,37,China,,0,,
3,Allocation policy,37,China,,3,http://news.xinhuanet.com/english2010/china/2011-04/21/c_13839683_3.htm,
4,Procurement policy,37,China,,3,http://english.eximbank.gov.cn/businessarticle/activities/loan/200905/9398_1.html#  ,
5,Organisation budget,37,China,,1,,
6,Forward budget,37,China,,1,,
7,Audit,37,China,,1,,
8,Country strategy,37,China,,1,,
9,Country forward budget,37,China,,1,,
10,Evaluation,37,China,,2,,
11,Results,37,China,,2,,
12,Project Implementer,37,China,,2,,
13,Collaboration type,37,China,,2,,
14,Flow type: ODA / OOF,37,China,,2,,
15,Project / budget support,37,China,,3,http://www.fmprc.gov.cn/eng/wjb/zwjg/zwbd/t722581.htm,
16,Grant / loan,37,China,,2,,
17,Unique ID,37,China,,2,,
18,Project Title,37,China,,3,http://yws.mofcom.gov.cn/index.shtml ,
19,Description,37,China,,3,http://www.publishwhatyoufund.org/files/Transparency-of-Chinese-Aid_final.pdf,
20,Sectors,37,China,,3,http://www.fmprc.gov.cn/eng/wjb/zwjg/zwbd/t722581.htm,
21,Planned dates,37,China,,3,http://www.fmprc.gov.cn/eng/wjb/zwjg/zwbd/t722581.htm,
22,Actual dates,37,China,,2,,
23,Tied aid status,37,China,,3,http://english.eximbank.gov.cn/businessarticle/activities/loan/200905/9398_1.html#,
24,Overall cost,37,China,,2,,
25,Transactions,37,China,,2,,
26,Current status,37,China,,2,,
27,Contact details,37,China,,2,,
28,Project website,37,China,,3,http://www.publishwhatyoufund.org/files/Transparency-of-Chinese-Aid_final.pdf,
29,Impact appraisal,37,China,,2,,
30,Objectives,37,China,,3,http://www.publishwhatyoufund.org/files/Transparency-of-Chinese-Aid_final.pdf,
31,Beneficiaries,37,China,,3,http://www.publishwhatyoufund.org/files/Transparency-of-Chinese-Aid_final.pdf,
32,Conditions,37,China,,2,,
33,Budget docs,37,China,,2,,
34,Tender docs,37,China,,2,,
35,Contract docs,37,China,,2,,
36,MoU / agreement,37,China,,2,,
37,Project design docs,37,China,,2,,
1,FOIA,38,Japan,,1,,
2,IATI,38,Japan,,0,,
3,Allocation policy,38,Japan,,4,http://www.mofa.go.jp/policy/oda/mid-term/policy.pdf ,
4,Procurement policy,38,Japan,,4,http://www.jica.go.jp/announce/kitei/index.html,
5,Organisation budget,38,Japan,,1,,
6,Forward budget,38,Japan,,1,,
7,Audit,38,Japan,,2,,
8,Country strategy,38,Japan,,4,http://www.mofa.go.jp/policy/oda/assistance/pdfs/e_vietnam0907.pdf,
9,Country forward budget,38,Japan,,1,,
10,Evaluation,38,Japan,,3,http://www.jica.go.jp/activities/evaluation/tech_ga/end/files/14_1_42.pdf ,
11,Results,38,Japan,,3,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
12,Project Implementer,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
13,Collaboration type,38,Japan,,2,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
14,Flow type: ODA / OOF,38,Japan,,2,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
15,Project / budget support,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
16,Grant / loan,38,Japan,,2,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,Not stated.
17,Unique ID,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
18,Project Title,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
19,Description,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
20,Sectors,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
21,Planned dates,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
22,Actual dates,38,Japan,,3,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
23,Tied aid status,38,Japan,,2,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
24,Overall cost,38,Japan,,2,,Not stated.
25,Transactions,38,Japan,,2,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
26,Current status,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
27,Contact details,38,Japan,,2,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,Not stated
28,Project website,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
29,Impact appraisal,38,Japan,,3,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
30,Objectives,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
31,Beneficiaries,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
32,Conditions,38,Japan,,2,,
33,Budget docs,38,Japan,,2,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
34,Tender docs,38,Japan,,4,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
35,Contract docs,38,Japan,,2,,
36,MoU / agreement,38,Japan,,2,,
37,Project design docs,38,Japan,,3,http://gwweb.jica.go.jp/km/ProjectView.nsf/VIEWParentSearch/ce85e148b54ab2ea492575d100354e69?OpenDocument&ExpandSection=6#_Section6 ,
1,FOIA,39,EIB,,1,,
2,IATI,39,EIB,,0,,
3,Allocation policy,39,EIB,,4,http://www.eib.org/projects/regions/index.htm ,
4,Procurement policy,39,EIB,,4,http://www.eib.org/projects/publications/guide-to-procurement.htm,
5,Organisation budget,39,EIB,,2,http://www.eib.org/attachments/strategies/cop_2011_en.pdf,Details lending but no overall budget for the next 3 years including overheads and other costs.
6,Forward budget,39,EIB,,4,http://www.eib.org/attachments/strategies/cop_2011_en.pdf*****http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2009:190:0001:0010:EN:PDF,
7,Audit,39,EIB,,2,,
8,Country strategy,39,EIB,,1,,
9,Country forward budget,39,EIB,,1,,
10,Evaluation,39,EIB,,2,,
11,Results,39,EIB,,2,,
12,Project Implementer,39,EIB,,4,http://www.eib.org/projects/pipeline/2005/20050103.htm,
13,Collaboration type,39,EIB,,3,http://www.eib.org/projects/pipeline/2005/20050103.htm,
14,Flow type: ODA / OOF,39,EIB,,2,,
15,Project / budget support,39,EIB,,2,,
16,Grant / loan,39,EIB,,2,http://www.eib.org/projects/pipeline/2005/20050103.htm,
17,Unique ID,39,EIB,,4,http://www.eib.org/projects/pipeline/2010/20100205.htm ,
18,Project Title,39,EIB,,4,http://www.eib.org/projects/pipeline/2005/20050103.htm,
19,Description,39,EIB,,4,http://www.eib.org/projects/pipeline/2005/20050103.htm,
20,Sectors,39,EIB,,4,http://www.eib.org/projects/pipeline/2005/20050103.htm,
21,Planned dates,39,EIB,,2,,
22,Actual dates,39,EIB,,2,,
23,Tied aid status,39,EIB,,2,,
24,Overall cost,39,EIB,,4,http://www.eib.org/projects/pipeline/2005/20050103.htm,
25,Transactions,39,EIB,,2,,
26,Current status,39,EIB,,2,,
27,Contact details,39,EIB,,3,http://www.eib.org/projects/pipeline/2010/20100205.htm ,
28,Project website,39,EIB,,3,http://www.eib.org/about/partners/cso/projects/briefs.htm,
29,Impact appraisal,39,EIB,,2,http://www.eib.org/projects/documents/20060238_nts.htm ,
30,Objectives,39,EIB,,4,http://www.eib.org/projects/pipeline/2005/20050103.htm,
31,Beneficiaries,39,EIB,,3,http://www.eib.org/projects/pipeline/2007/20070513.htm,
32,Conditions,39,EIB,,2,,
33,Budget docs,39,EIB,,2,,
34,Tender docs,39,EIB,,3,"http://ted.europa.eu/TED/main/HomePage.do*****http://www.eib.org/projects/pipeline/2003/20030347.htm*****http://www.eib.org/attachments/thematic/procurement_en.pdf
",
35,Contract docs,39,EIB,,2,,
36,MoU / agreement,39,EIB,,2,,
37,Project design docs,39,EIB,,2,,
1,FOIA,40,AfDB,,1,,
2,IATI,40,AfDB,,1,,
3,Allocation policy,40,AfDB,,4,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Policy-Documents/MTS%20anglais.pdf,
4,Procurement policy,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/procurement/resources-for-borrowers/policies-procedures/ ,
5,Organisation budget,40,AfDB,,4,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Boards-Documents/African%20Development%20Bank%20-%202011-2013%20Programme%20and%20Budget.pdf,
6,Forward budget,40,AfDB,,4,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Boards-Documents/African%20Development%20Bank%20-%202011-2013%20Programme%20and%20Budget.pdf,
7,Audit,40,AfDB,,3,"http://www.afdb.org/fileadmin/uploads/afdb/Documents/Policy-Documents/Country%20Portfolio%20Performance%20Report%20%202008%20-%20Ethiopia__01.pdf*****http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/APPR%202008%20FINAL%20EN%20%28CODE%2024%20November%202009%29.pdf
","Not always available, often referred to. 2008 evidenced, marked 'sometimes'."
8,Country strategy,40,AfDB,,4,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ethiopia-2011-2015%20CSP%20ENG1.pdf,
9,Country forward budget,40,AfDB,,2,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ethiopia-2011-2015%20CSP%20ENG1.pdf ,"p. 28 shows figures for ADF, but no figures provided for ESW."
10,Evaluation,40,AfDB,,4,http://www.afdb.org/en/documents/project-operations/projectprogramme-completion-reports/#c and http://www.afdb.org/en/documents/evaluation-reports/projects-evaluation/#c,
11,Results,40,AfDB,,3,http://www.afdb.org/en/documents/project-operations/projectprogramme-completion-reports/#c and http://www.afdb.org/en/documents/evaluation-reports/projects-evaluation/#c,
12,Project Implementer,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,
13,Collaboration type,40,AfDB,,2,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/,"Co-financier is disclosed, but not explicitly stated whether multilateral or bilateral."
14,Flow type: ODA / OOF,40,AfDB,,2,,Not explicitly stated.
15,Project / budget support,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/,
16,Grant / loan,40,AfDB,,3,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,"Not explictly stated, sometimes in title. As stated here, different instruments are used: http://www.afdb.org/en/about-us/african-development-bank-afdb/ "
17,Unique ID,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,
18,Project Title,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,
19,Description,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,
20,Sectors,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/,"On the project list, but not on each project page."
21,Planned dates,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,
22,Actual dates,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,
23,Tied aid status,40,AfDB,,2,,
24,Overall cost,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/,
25,Transactions,40,AfDB,,4,"http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/*****http://www.afdb.org/en/documents/project-operations/project-appraisal-reports/*****http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ethiopia%20-%20AR%20%20Electricity%20%20Transmission%20System%20Improvement%20Project%20%2819%2011%202010%29%20%29Final.pdf 
",
26,Current status,40,AfDB,,4,http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-a00-003/*****http://www.afdb.org/en/projects-and-operations/project-portfolio/project/p-et-k00-010/*****http://www.afdb.org/en/projects-and-operations/,
